id	sentence	raw	ipa	gloss_en	features	notes
ar-x-maghrebi-001	لَبَاس عْلِيك؟ كِي دَايِر الْيُوم؟	لباس عليك؟ كي داير اليوم؟	laˈbaːs ˈʕliːk kiː ˈdaːjir alˈjuːm	Are you well? How are you doing today?	kaf;pharyngeal;long_vowel;question	pan-Maghrebi labās greeting + ki dāyr (marcais1977; heath2002); initial cluster ʕl-; aw retained (al-yūm)
ar-x-maghrebi-002	الْجَوّ زْوِين الْيُوم وَالشَّمْش طَالْعَة.	الجو زوين اليوم والشمش طالعة.	alˈʒaww ˈzwiːn alˈjuːm waʃˈʃamʃ ˈtˤɑːlʕa	The weather is nice today and the sun is up.	jim;ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement	pan-Maghrebi zwīn 'nice' (heath2002); ج→ʒ node rank-1 (guerrero2019); geminate وّ; sun assimilation aš-š
ar-x-maghrebi-003	مَا بْغِيتْش قَهْوَة، بْغِيت أَتَاي.	ما بغيتش قهوة، بغيت أتاي.	maː ˈbɣiːtʃ ˈqahwa ˈbɣiːt ʔaˈtaːj	I don't want coffee, I want tea.	qaf;hamza;ta_marbuta;long_vowel;negation	circumfix negation ma-...-š (marcais1977); ق→q retained is node rank-1 (guerrero2021 first-layer); bɣīt 'I want'
ar-x-maghrebi-004	شْرِيت تْلَاتَة كِيلُو مَاطِيشَة مِن السُّوق.	شريت تلاتة كيلو ماطيشة من السوق.	ˈʃriːt ˈtlaːta ˈkiːluː mɑːˈtˤiːʃa min asˈsuːq	I bought three kilos of tomatoes from the market.	qaf;kaf;ta_marbuta;sun_assim;emphatic;geminate;long_vowel;statement;number	pan-Maghrebi shri 'buy' + tlāta; ث→t stop reflex is node rank-1 (guerrero2021); ق→q in sūq; initial clusters
ar-x-maghrebi-005	هَاد الرَّاجِل خْدَّام بْزَّاف.	هاد الراجل خدام بزاف.	ˈhaːd arˈraːʒil ˈxddaːm ˈbzzaːf	This man works a lot.	jim;sun_assim;geminate;long_vowel;statement	pan-Maghrebi bzzāf 'a lot' (marcais1977; heath2002); ج→ʒ node rank-1 (guerrero2019); geminates دّ زّ; ha- demonstrative
ar-x-maghrebi-006	سِير لِلسُّوق وْشْرِي الْخُبْز.	سير للسوق وشري الخبز.	ˈsiːr lisˈsuːq ˈwʃriː lˈxubz	Go to the market and buy the bread.	qaf;geminate;long_vowel;imperative	pan-Maghrebi imperatives sir/shri (marcais1977); heavy onset clusters; ق→q (sūq)
ar-x-maghrebi-007	الْجَوّ مَاشِي سْخُون الْيُوم وَالسَّمَا مْغَيّْمَة.	الجو ماشي سخون اليوم والسما مغيمة.	alˈʒaww ˈmaːʃiː ˈsxuːn alˈjuːm ˈwassamaː ˈmɣajjma	The weather is not hot today and the sky is cloudy.	jim;ta_marbuta;sun_assim;geminate;long_vowel;diphthong;statement;negation	pan-Maghrebi negator māshi (marcais1977); ج→ʒ; aw retained; geminate يّ
ar-x-maghrebi-008	بِشْحَال الْكِيلُو؟ بِعَشْرَة دْرَاهِم.	بشحال الكيلو؟ بعشرة دراهم.	biʃˈħaːl alˈkiːluː biˈʕaʃra ˈdraːhim	How much is the kilo? Ten dirhams.	kaf;ta_marbuta;pharyngeal;long_vowel;question;number	pan-Maghrebi bišḥāl 'how much' (marcais1977); number; initial cluster dr-
ar-x-maghrebi-009	الْمَوْعِد مْعَ الثَّلَاثَة وْنُصّ الْعْشِيَّة.	الموعد مع الثلاثة ونص العشية.	alˈmawʕid ˈmʕa ttaˈlaːta ˈwnusˤsˤ alʕˈʃijja	The appointment is around half past three in the afternoon.	interdental;ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement;number	ث→t stop reflex (guerrero2021); sun assimilation at-t; geminate صّ يّ; ق→q environment
ar-x-maghrebi-010	خُويَا الْكْبِير سَاكِن فِي الْمْدِينَة.	خويا الكبير ساكن في المدينة.	ˈxuːjaː lkˈbiːr ˈsaːkin fiː lmˈdiːna	My elder brother lives in the city.	kaf;ta_marbuta;long_vowel;statement	pan-Maghrebi xūya 'my brother' (heath2002); initial clusters kb-/md-; long vowels
