id	sentence	raw	ipa	gloss_en	features	notes
ar-OM-001	كَيف حَالَك الْيَوم؟ عَسَاك طَيِّب.	كيف حالك اليوم؟ عساك طيب.	ˈkajf ˈħaːlak alˈjawm ʕaˈsaːk ˈtˤɑjjib	How are you today? I hope you are well.	kaf;emphatic;pharyngeal;geminate;long_vowel;diphthong;question	kayf with plain /k/ — NO affrication (albalushi2016: sedentary Omani lacks Gulf čim); diphthongs ay/aw RETAINED (albalushi2016: Omani sedentary diagnostic vs Gulf ē/ō)
ar-OM-002	اَلْقَهْوَة الْعُمَانِيَّة طَيِّبَة مَع التَّمَر وَالْحَلْوَى.	القهوة العمانية طيبة مع التمر والحلوى.	alˈqahwa lʕumaːˈnijja ˈtˤɑjjiba ˈmaʕ ˈattamar walˈħalwaː	Omani coffee is good with dates and halwa.	qaf;ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement	ق=/q/ retained qahwa (albalushi2016: Muscat sedentary); sun assimilation at-t; geminate يّ
ar-OM-003	مَا أَبْغَى شَاي، أَبْغَى قَهْوَة خَفِيفَة بَس.	ما أبغى شاي، أبغى قهوة خفيفة بس.	maː ˈʔabɣaː ˈʃaːj ˈʔabɣaː ˈqahwa xaˈfiːfa ˈbas	I don't want tea, I only want light coffee.	qaf;hamza;ta_marbuta;long_vowel;negation	abɣā; ق=/q/ (sedentary, vs Bedouin g, albalushi2016); ɣ voiced uvular
ar-OM-004	اِشْتَرَيت ثَلَاث كَيلُوَات سَمَك مِن سُوق مَطْرَح.	اشتريت ثلاث كيلوات سمك من سوق مطرح.	ʔiʃtaˈrajt θaˈlaːθ kajluˈwaːt ˈsamak min ˈsuːq ˈmɑtˤraħ	I bought three kilos of fish from Mutrah market.	qaf;interdental;kaf;emphatic;pharyngeal;long_vowel;diphthong;statement;number	ث retained /θ/; سَمَك plain /k/ (no affrication — diagnostic vs Gulf simač); ق=/q/ sūq; sedentary Omani /q/ retained, /k/ unaffricated, interdental retention per (albalushi2016)
ar-OM-005	هَاذَا الرَّجَّال يِشْتِغِل فِي الظَّهِيرَة عِنْد الْمِينَا.	هاذا الرجال يشتغل في الظهيرة عند المينا.	ˈhaːðaː rradʒˈdʒaːl ˈjiʃtiɣil fiː ðˤðˤɑˈhiːra ˈʕind alˈmiːnaː	This man works at midday near the harbour.	jim;interdental;ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;statement	ذ retained hāða; ظ=/ðˤ/ retained (albalushi2016); geminate جّ raǧǧāl /dʒ/
ar-OM-006	اِسْمَع زَين، وَبَعْدَين قُول لِي رَايَك.	اسمع زين، وبعدين قول لي رايك.	ˈʔismaʕ ˈzajn wabaʕˈdajn ˈquːl liː ˈraːjak	Listen well, and then tell me your opinion.	qaf;kaf;pharyngeal;long_vowel;diphthong;imperative	Omani sedentary control: imperative qul keeps /q/ and the diphthong in baʕdayn survives (albalushi2016)
ar-OM-007	الْيَوم الْجَوّ حَار وَمَا فِيه مَطَر.	اليوم الجو حار وما فيه مطر.	alˈjawm alˈdʒaww ˈħaːr wamaː ˈfiːh ˈmɑtˤɑr	Today the weather is hot and there's no rain.	jim;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement;negation	geminate جّ jaww; retained diphthong aw in al-yawm (albalushi2016: sedentary Omani keeps ay/aw, unlike mainstream Gulf ē/ō); negation mā fīh existential
ar-OM-008	بِكَم هَالسَّمَك؟ بِرِيَالَين وَنُص.	بكم هالسمك؟ بريالين ونص.	ˈbikam ˈhaːlssamak birijaːˈlajn ˈwanusˤ	How much is this fish? Two and a half rials.	kaf;sun_assim;emphatic;geminate;long_vowel;diphthong;question;number	plain /k/ in bikam — NO affrication (albalushi2016 p.89: the prestige Muscat/Ṣalālah sedentary koine does not productively affricate /k/); dual riyālayn keeps diphthong ay
ar-OM-009	الْمَوعِد السَّاعَة سَبْعَة فِي الصُّبْح.	الموعد الساعة سبعة في الصبح.	alˈmawʕid asˈsaːʕa ˈsabʕa fiː sˤˈsˤubħ	The appointment is at seven in the morning.	ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement;number	sun assimilation as-sāʕa and aṣ-ṣubḥ (geminate ṣṣ); retained diphthong aw in mawʕid (albalushi2016 sedentary)
ar-OM-010	بَيتِي فِي مَطْرَح وَأَهْلِي كُلّهُم هِنَا.	بيتي في مطرح وأهلي كلهم هنا.	ˈbajtiː fiː ˈmɑtˤraħ waˈʔahliː ˈkullhum ˈhinaː	My house is in Mutrah and my family are all here.	kaf;hamza;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement	plain /k/ kullhum, k before /u/ (albalushi2016: no Muscat sedentary affrication); geminate ll; retained diphthong ay in bayt
