id	sentence	raw	ipa	gloss_en	features	notes
ar-LY-001	شِن الْحَال؟ كِيف صَحّْتَك الْيُوم يَا خُوي؟	شن الحال؟ كيف صحتك اليوم يا خوي؟	ˈʃin alˈħaːl ˈkiːf ˈsˤɑħħtak alˈjuːm ˈjaː ˈxuːj	How are things? How is your health today, brother?	kaf;emphatic;pharyngeal;geminate;long_vowel;question	šin il-ḥāl Libyan greeting (pereira2011eall); geminate حّ; xūy vocative
ar-LY-002	اَلْجَوّ سْخُون هَلْبَة الْيُوم فِي طْرَابْلُس.	الجو سخون هلبة اليوم في طرابلس.	alˈʒaww ˈsxuːn ˈhalba lˈjuːm ˈfiː ˈtˤraːblus	The weather is very hot today in Tripoli.	jim;ta_marbuta;emphatic;geminate;long_vowel;diphthong;statement	halba 'very' (hallmark Libyan lexeme, pereira2011eall); ج=/ʒ/; cluster ṭr- in طْرَابْلُس
ar-LY-003	مَا نِبِّيش قَهْوَة، نِبِّي شَاهِي أَحْمَر.	ما نبيش قهوة، نبي شاهي أحمر.	ˈmaː nibˈbiːʃ ˈɡahwa ˈnibbiː ˈʃaːhiː ˈʔaħmar	I don't want coffee, I want red tea.	qaf;hamza;ta_marbuta;pharyngeal;geminate;long_vowel;negation	nibbi 'I want' (Libyan hallmark, pereira2011eall); ma-...-š; ق=/ɡ/ gahwa (pereira2011eall: Tripoli g-dialect); geminate بّ
ar-LY-004	شْرِيت تْلَاتَة كِيلُو حُوت مِن السُّوق بِعَشْرَة دِينَار.	شريت تلاتة كيلو حوت من السوق بعشرة دينار.	ˈʃriːt ˈtlaːta ˈkiːluː ˈħuːt ˈmin asˈsuːɡ biˈʕaʃra diːˈnaːr	I bought three kilos of fish from the market for ten dinars.	qaf;kaf;ta_marbuta;sun_assim;pharyngeal;geminate;long_vowel;statement;number	ḥūt 'fish' (Maghrebi lexeme); ث→/t/ tlāta (skeleton first-alts); ق=/ɡ/ sūg; qāf→[ɡ] (Tripoli, Bedouin-type) per (pereira2011eall)
ar-LY-005	اَلرَّاجِل هَادَاك يِخْدِم فِي الظُّهْر زَادَة.	الراجل هاداك يخدم في الظهر زادة.	arˈraːʒil haːˈdaːk ˈjixdim ˈfiː dˤˈdˤuhr ˈzaːda	That man works at noon as well.	jim;interdental;kaf;ta_marbuta;sun_assim;emphatic;geminate;long_vowel;statement	hādāk ذ→/d/ stop reflex; ظ first-alt /dˤ/; zāda 'also' (shared with Tunisian); sedentary Maghrebi interdental→dental-stop merger per (benkato2020)
ar-LY-006	يَا وَدّ، قُوم جِيب الشَّاهِي هَلْبَة سْخُون.	يا ود، قوم جيب الشاهي هلبة سخون.	ˈjaː ˈwadd ˈɡuːm ˈʒiːb aʃˈʃaːhiː ˈhalba ˈsxuːn	Hey lad, get up and bring the tea, very hot.	qaf;jim;ta_marbuta;sun_assim;geminate;long_vowel;imperative	Tripoli imperatives gum/jib with qaf→g, ǧīm→ʒ, halba intensifier and shahi 'tea' (pereira2010)
ar-LY-007	اَلْجَوّ مَا هُوش بَارِد الْيُوم، هَلْبَة سْخُون.	الجو ما هوش بارد اليوم، هلبة سخون.	alˈʒaww ˈmaː ˈhuːʃ ˈbaːrid alˈjuːm ˈhalba ˈsxuːn	The weather isn't cold today, it's very hot.	jim;ta_marbuta;geminate;long_vowel;diphthong;statement;negation	mā-...-š/mā hūš predicate negation; halba 'very' hallmark Libyan intensifier (pereira2011eall); geminate جّ jaww
ar-LY-008	بِقَدَّاش الْحُوت؟ نِبِّي أَرْبَعَة كِيلُو.	بقداش الحوت؟ نبي أربعة كيلو.	biɡadˈdaːʃ alˈħuːt ˈnibbiː ˈʔarbaʕa ˈkiːluː	For how much is the fish? I want four kilos.	qaf;kaf;hamza;ta_marbuta;pharyngeal;geminate;long_vowel;question;number	b-gaddāš 'for how much' Maghrebi/Libyan interrogative; ق=/ɡ/ gaddāš (pereira2011eall Tripoli g-qaf); nibbi 'I want' (pereira2011eall)
ar-LY-009	عِنْدِي مِيعَاد فِي السَّاعَة تِسْعَة الصُّبْح.	عندي ميعاد في الساعة تسعة الصبح.	ˈʕindiː miːˈʕaːd ˈfiː sˈsaːʕa ˈtisʕa sˤˈsˤubħ	I have an appointment at nine in the morning.	ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;statement	ʕindi existential-possessive 'I have'; sun-assim الصّبح/السّاعة written as shadda; sun-letter assimilation and emphasis per (watson2002)
ar-LY-010	نِسْكِن فِي طْرَابْلُس مَعَ الْعَايْلَة وِالدَّرَارِي.	نسكن في طرابلس مع العايلة والدراري.	ˈniskin ˈfiː ˈtˤraːblus ˈmaʕa lˈʕaːjla widdaˈraːriː	I live in Tripoli with the family and the kids.	kaf;ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;statement	niskin 'I reside'; drārī 'children' Maghrebi lexis (benkato2020); ʕāyla 'family'; sun-assim الدّراري
