id	sentence	raw	ipa	gloss_en	features	notes
arb-001	قَالَ الرَّجُلُ الْحَكِيمُ إِنَّ الصِّدْقَ مَنْجَاةٌ لِلْمُؤْمِنِينَ.	قال الرجل الحكيم إن الصدق منجاة للمؤمنين.	ˈqaːla rˈradʒulu lħaˈkiːmu ˈʔinna sˤˈsˤidqa manˈdʒaːtun lilmuʔmiˈniːna	The wise man said that truthfulness is a salvation for the believers.	qaf;jim;kaf;hamza;ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;statement	uvular /q/ (watson2002 §1); sun assimilation ar-r, as-s (ryding-conventions per holes2004); geminate نّ in إِنَّ
arb-002	ذَلِكَ الضَّيْفُ الْكَرِيمُ شَرِبَ الْقَهْوَةَ ثُمَّ غَادَرَ الْمَجْلِسَ.	ذلك الضيف الكريم شرب القهوة ثم غادر المجلس.	ˈðalika ɮˤˈɮˤajfu lkaˈriːmu ˈʃariba lˈqahwata ˈθumma ˈɣaːdara lˈmadʒlisa	That noble guest drank the coffee and then left the gathering.	qaf;jim;interdental;kaf;ta_marbuta;sun_assim;emphatic;geminate;long_vowel;diphthong;statement	ض = [ɮˤɮˤ] lateral-emphatic geminate after article (Sibawayhi's value, versteegh2001 ch.2; arb spec note); interdental ذ; ta marbuta before a vowel now correctly [at] (spec fix: positional pair as in ar; Wright I §297) — earlier snapshot dropped the /t/
arb-003	هَلْ سَمِعْتُمْ ظَهِيرَةَ الْيَوْمِ صَوْتَ الرَّعْدِ فِي السَّحَابِ؟	هل سمعتم ظهيرة اليوم صوت الرعد في السحاب؟	ˈhal saˈmiʕtum ðˤaˈhiːrata lˈjawmi ˈsˤawta rˈraʕdi ˈfiː ssaˈħaːbi	Did you hear, at today's midday, the sound of thunder in the clouds?	interdental;ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;question	emphatic interdental ظ /ðˤ/ (watson2002); diphthongs /aw/ in صَوْت /aj/ absent — يَوْم aw; wasl elision fiː s-saḥāb; ta marbuta before a vowel now correctly [at] (spec fix: positional pair as in ar; Wright I §297) — earlier snapshot dropped the /t/
arb-004	لَنْ يَخْسَرَ الصَّابِرُونَ أَجْرَهُمْ أَبَدًا وَلَوْ طَالَ الزَّمَانُ.	لن يخسر الصابرون أجرهم أبدا ولو طال الزمان.	ˈlan ˈjaxsara sˤsˤaːbiˈruːna ˈʔadʒrahum ˈʔabadan ˈwalaw ˈtˤaːla zzaˈmaːnu	The patient will never lose their reward, even if time grows long.	jim;hamza;sun_assim;emphatic;geminate;long_vowel;diphthong;negation;statement	future negation لَنْ + subjunctive (classical syntax, versteegh2001); tanwin fath + silent alif in أَبَدًا
arb-005	اِشْتَرَتْ خَدِيجَةُ سَبْعَةَ أَثْوَابٍ بِالدِّينَارِ الذَّهَبِيِّ.	اشترت خديجة سبعة أثواب بالدينار الذهبي.	ˈʔiʃtarat xaˈdiːdʒatu ˈsabʕata ʔaθˈwaːbin biddiːˈnaːri ððahaˈbijji	Khadija bought seven garments with the golden dinar.	jim;interdental;hamza;ta_marbuta;sun_assim;pharyngeal;geminate;long_vowel;statement;number	wasl-initial verb اِشْتَرَتْ; ta marbuta liaison /tu/ in خَدِيجَةُ; interdentals ث ذ; geminate يّ in الذَّهَبِيِّ; ta marbuta before a vowel now correctly [at] (spec fix: positional pair as in ar; Wright I §297) — earlier snapshot dropped the /t/
arb-006	خُذْ كِتَابَكَ وَقُمْ إِلَى الصَّلَاةِ.	خذ كتابك وقم إلى الصلاة.	ˈxuð kiˈtaːbaka ˈwaqum ˈʔilaː sˤsˤaˈlaːti	Take your book and rise to prayer.	qaf;interdental;kaf;hamza;ta_marbuta;sun_assim;emphatic;long_vowel;imperative	Classical imperatives xudh/qum with full i'rab retained; sun assimilation as-salati
arb-007	لَيْسَ الْجَوُّ حَارًّا الْيَوْمَ وَالسَّمَاءُ غَائِمَةٌ.	ليس الجو حارا اليوم والسماء غائمة.	ˈlajsa lˈdʒawwu ˈħaːrran alˈjawma wassaˈmaːʔu ɣaːˈʔimatun	The weather is not hot today and the sky is cloudy.	jim;hamza;ta_marbuta;sun_assim;pharyngeal;geminate;long_vowel;diphthong;statement;negation	laysa negation; ta marbuta [t] before the case vowel (versteegh2001)
arb-008	بِكَمِ الثَّوْبُ؟ بِخَمْسَةِ دَنَانِيرَ وَنِصْفٍ.	بكم الثوب؟ بخمسة دنانير ونصف.	ˈbikami θˈθawbu biˈxamsati danaːˈniːra waˈnisˤfin	How much is the garment? Five and a half dinars.	interdental;kaf;ta_marbuta;sun_assim;emphatic;geminate;long_vowel;diphthong;question;number	interdental th in ath-thawbu; diptote danaaniira; ta marbuta liaison in khamsati (versteegh2001)
arb-009	اَلْمَوْعِدُ فِي السَّاعَةِ الثَّالِثَةِ بَعْدَ الظُّهْرِ.	الموعد في الساعة الثالثة بعد الظهر.	alˈmawʕidu ˈfiː sˈsaːʕati θθaːˈliθati ˈbaʕda ðˤˈðˤuhri	The appointment is at three in the afternoon.	interdental;ta_marbuta;sun_assim;emphatic;pharyngeal;geminate;long_vowel;diphthong;statement;number	sun-assimilation chain; Classical dh in adh-dhuhri; double ta marbuta liaison (watson2002)
arb-010	أَخِي الْأَكْبَرُ يَسْكُنُ فِي الْمَدِينَةِ مَعَ زَوْجَتِهِ وَأَوْلَادِهِ.	أخي الأكبر يسكن في المدينة مع زوجته وأولاده.	ˈʔaxiː lˈʔakbaru ˈjaskunu ˈfiː lmaˈdiːnati ˈmaʕa zawˈdʒatihi waʔawˈlaːdihi	My eldest brother lives in the city with his wife and children.	jim;kaf;hamza;ta_marbuta;pharyngeal;long_vowel;diphthong;statement	article elision after akhii; possessive chains (versteegh2001)
