id	sentence	ipa	gloss_en	features	notes
pt-PT-x-madeira-001	Hoje o tempo não está nada bom.	ˈɔʒɨ ˈo ˈtẽpu ˈnɐ̃w̃ eˈʃta ˈnadɐ ˈbõ	The weather is not good at all today.	vowel_reduction;coda_sibilant;open_mid;close_mid;nasal_vowel;nasal_diphthong;sandhi;statement;negation	Inherited EP reduction to [ɨ]/[ɐ] and coda [ʃ] in 'está' per mateus_dandrade2000; nasal diphthong [ɐ̃w̃] in monosyllabic 'não' is retained, unlike the plural -ões/-ães reduction per segura2013; 'Hoje o' vowel liaison.
pt-PT-x-madeira-002	Este quilo de peixe custa seis euros.	ˈeʃtɨ ˈkiʎu ˈdɨ ˈpejʃɨ ˈkuʃtɐ ˈsejz ˈewɾuʃ	This kilo of fish costs six euros.	vowel_reduction;coda_sibilant;close_mid;palatal;diphthong_ei_ou;sandhi;statement;number	Diagnostic Madeiran intervocalic /l/ after /i/ palatalises: 'quilo' [ˈkiʎu] per segura2013, native-speaker attested (quilómetro -> 'quilhómetro') per pwl_madeira; coda [ʃ] and 'ei' in 'peixe' per mateus_dandrade2000; 'seis euros' regressive voicing.
pt-PT-x-madeira-003	A reunião é às três horas na vila.	ˈɐ ʁewniˈɐ̃w̃ ˈɛ ˈaʃ ˈtɾez ˈɔɾɐʒ ˈnɐ ˈviʎɐ	The meeting is at three o'clock in the town.	vowel_reduction;coda_sibilant;open_mid;close_mid;nasal_vowel;nasal_diphthong;palatal;rhotic;sandhi;statement;number	Palatalised 'vila' [ˈviʎɐ] (intervocalic /l/ after /i/) per segura2013, confirmed per pwl_madeira; strong initial [ʁ] in 'reunião' and coda [ʃ] in 'às'/'três' per mateus_dandrade2000; 'três horas' voicing junction.
pt-PT-x-madeira-004	O meu irmão mora perto da levada.	ˈo ˈmew iˈɾmɐ̃w̃ ˈmɔɾɐ ˈpɛɾtu ˈdɐ lɨˈvadɐ	My brother lives near the levada.	vowel_reduction;open_mid;close_mid;nasal_vowel;nasal_diphthong;sandhi;statement	Madeiran keeps the /v/ ~ /b/ contrast (no betacism): 'levada' [lɨˈvadɐ] stays [v] per mateus_dandrade2000; nasal diphthong [ɐ̃w̃] in 'irmão' retained per segura2013; 'meu irmão' liaison.
pt-PT-x-madeira-005	Segue pela vereda até à ribeira.	ˈsɨɡɨ ˈpɛlɐ vɨˈɾɛdɐ ɐˈtɛ ˈa ʁiˈbejɾɐ	Follow the path down to the stream.	vowel_reduction;open_mid;close_mid;rhotic;diphthong_ei_ou;sandhi;imperative	Strong initial [ʁ] in 'ribeira' and 'ei' diphthong per mateus_dandrade2000; open-mid [ɛ] in 'vereda'/'até'; 'até à' vowel elision; imperative register per segura2013.
pt-PT-x-madeira-006	A espetada e o milho frito estavam bons.	ˈɐ eʃpɨˈtadɐ ˈe ˈo ˈmiʎu ˈfɾitu eˈʃtavɐ̃ ˈbõʃ	The beef skewer and the fried corn were good.	vowel_reduction;coda_sibilant;close_mid;nasal_vowel;palatal;sandhi;statement	Madeiran regional dish lexicon (espetada, milho frito) attested per pwl_madeira; palatal [ʎ] in the 'lh' of 'milho' and coda [ʃ] in 'espetada'/'bons' per mateus_dandrade2000; 'espetada e o' liaisons.
pt-PT-x-madeira-007	Onde fica a casa do teu avô?	ˈõdɨ ˈfikɐ ˈɐ ˈkazɐ ˈdu ˈtew ɐˈvo	Where is your grandfather's house?	vowel_reduction;close_mid;nasal_vowel;sandhi;question	Nasal [õ] in 'onde' and close-mid [o] in 'avô' per mateus_dandrade2000; reduced pretonics; 'fica a' vowel liaison; interrogative frame per segura2013.
pt-PT-x-madeira-008	Quantos limões precisas para o bolo?	ˈkwɐ̃tuʒ liˈmõns pɾɨˈsizɐʃ ˈpaɾɐ ˈo ˈbɔlu	How many lemons do you need for the cake?	vowel_reduction;coda_sibilant;open_mid;close_mid;nasal_vowel;sandhi;question;number	Salient Madeiran nasal-diphthong reduction -ões -> [õns]: 'limões' [liˈmõns] per segura2013, native-speaker attested (leões -> 'leôns') per pwl_madeira; 'quantos limões' voicing junction.
pt-PT-x-madeira-009	Se pudesse, comprava aquela quinta.	ˈsɨ puˈdɛs̺ɨ kõˈpɾavɐ ɐˈkɛlɐ ˈkĩtɐ	If I could, I would buy that farmstead.	vowel_reduction;open_mid;close_mid;nasal_vowel;sandhi;statement	Reduced pretonics and coda [ʃ] in 'pudesse', nasal [ĩ] in 'quinta' per mateus_dandrade2000; conditional-imperfect frame per segura2013; 'comprava aquela' liaison.
pt-PT-x-madeira-010	Comprámos pão e mel na loja da vila.	kõˈpɾamuʃ ˈpɐ̃w̃ ˈe ˈmɛɫ ˈnɐ ˈlɔʒɐ ˈdɐ ˈviʎɐ	We bought bread and honey in the town.	vowel_reduction;coda_sibilant;open_mid;close_mid;nasal_vowel;nasal_diphthong;palatal;l_dark_or_velar;sandhi;statement	Palatalised 'vila' [ˈviʎɐ] per segura2013 / pwl_madeira; velarised coda [ɫ] in 'mel' and nasal diphthong [ɐ̃w̃] in 'pão' per mateus_dandrade2000; 'pão e' liaison.
